statename,rank,hs6,val2013,val2014,val2015,val2016
Alaska,11,261690,140.29,139.94,154.12,148
Alaska,12,270900,50.44,73.9,58.18,146.75
Alaska,13,260300,150.2,186.47,98.97,145.74
Alaska,14,30312,257.67,208.27,281.52,137.95
Alaska,15,230120,77.18,100.46,100.3,96.44
Alaska,16,440320,162.55,122.53,89.92,92.84
Alaska,17,30367,111.68,131.54,98.67,89.53
Alaska,18,30614,99.25,97.34,101.53,65.92
Alaska,19,880000,46.16,103.81,46.81,28.28
Alaska,20,30351,45.17,38.39,24.43,22.61
Alaska,21,30213,21.15,19.09,17.07,17.94
Alaska,22,30481,3.13,6.66,10.1,16.97
Alaska,23,30221,18.25,11.68,14.48,14.82
Alaska,24,711299,0,0.07,0.12,12.4
Alaska,25,150420,6.56,11.83,11.81,11.69
Arizona,0,0,19478.29,21247.28,22655.35,22016.24
Arizona,0,25,9189.97,10330.71,11577.34,11345.89
Arizona,1,880000,2774.14,2225.74,2967.9,2256.81
Arizona,2,260300,1547.69,2177.73,2502.45,1725.58
Arizona,3,880212,5.28,141.47,66.36,1009.11
Arizona,4,854231,1152.09,878.44,1051.37,826.05
Arizona,5,854239,646.31,749.12,693.54,814.02
Arizona,6,930690,414.6,412.71,354.25,559.64
Arizona,7,853890,345.13,401.5,404.9,428.4
Arizona,8,854150,44.77,345.37,427.62,428.02
Arizona,9,271121,540.04,629.1,373.16,391.37
Arizona,10,851762,228.47,270.61,331.72,381.09
Arizona,11,853669,189.81,192.52,208.95,235.11
Arizona,12,902139,185.32,232.79,204.79,222.31
Arizona,13,853710,106.82,197.36,192.74,216.62
Arizona,14,841111,19.11,171.87,258.5,197.83
Arizona,15,902190,19.84,29.64,78.99,173.13
Arizona,16,853690,131.96,135.11,157.73,168.91
Arizona,17,853400,61.95,71.3,80.36,161.34
Arizona,18,848180,89.21,111.13,124.46,160.44
Arizona,19,392690,146.88,178.51,175.04,158.17
Arizona,20,300490,112.81,214.79,256.71,156.32
Arizona,21,870829,10.09,79.17,139.75,147.7
Arizona,22,847150,151.25,154.98,140.84,140.75
Arizona,23,903289,75.2,105.48,138.85,138.31
Arizona,24,848690,102.17,85.24,122.95,127.72
Arizona,25,210690,89.02,139.04,123.42,121.14
Arkansas,0,0,7160.84,6866.25,5869.47,5707.47
Arkansas,0,25,3871.39,3615.77,2957.84,3203.06
Arkansas,1,880000,1843.92,1628.12,791.25,1082.82
Arkansas,2,853669,99.87,229.49,428.7,185.6
Arkansas,3,40711,83.93,100.99,136.31,174.27
Arkansas,4,930690,120.42,75.49,97.88,168.69
Arkansas,5,481151,145.59,173.91,179.51,161.54
Arkansas,6,100630,173.76,179.85,165.15,152.35
Arkansas,7,20714,242.95,212.79,120.55,149.9
Arkansas,8,390390,57.37,80.74,80.8,113.07
Arkansas,9,293090,125.97,115.45,134.53,110.2
Arkansas,10,290399,74.35,78.08,71.62,89.7
Arkansas,11,100610,62.28,27.74,56.95,67.85
Arkansas,12,210690,18.2,53.78,48.73,66.49
Arkansas,13,848180,99.37,111.18,79.69,59.79
Arkansas,14,20713,66.33,55.27,54.63,59.72
Arkansas,15,850152,77.39,69.68,74.77,59.67
Arkansas,16,290819,46.09,47.37,41.46,59.52
Arkansas,17,400821,45.68,52.08,49.33,57.07
Arkansas,18,100199,19.98,23.75,37.01,56.08
Arkansas,19,520100,156.03,66.8,79.16,54.21
Arkansas,20,340111,37.46,32.78,47.13,49.24
Arkansas,21,841582,44.76,47.46,49.22,47.67
Arkansas,22,870880,66.3,62.6,53.66,47.53
Arkansas,23,721633,110.03,70.51,46.46,44.62
Arkansas,24,860691,0,0,0,42.98
Arkansas,25,871639,53.34,19.88,33.33,42.48
California,0,0,168191.55,173868.59,165379.58,163512.85
California,0,25,54400.57,58554.1,57043.15,59910.27
California,1,880000,7508.29,7504.3,6785.55,7346.83
California,2,851762,4755.63,5307.68,6289.05,6969.49
California,3,710239,5580.71,5367.18,4582.34,5514.5
California,4,848620,2232.3,2670.53,3260.71,3322.07
California,5,80212,3165.69,3504.76,3730.26,3213.98
California,6,851712,2275.48,2267.58,2502.79,2578.16
California,7,300210,2466.54,3190.74,2775.67,2564.1
California,8,880260,734.01,559.91,2037.77,2410.31
California,9,901890,1949.39,1929.02,1982.44,2132.02
California,10,870390,600.06,1353.96,1277.32,2037.77
California,11,382200,1559.92,1620.22,1702.73,1980.56
California,12,854239,2142.42,2115.68,1995.43,1930.29
California,13,847330,2142.54,2137.84,2096.54,1924.37
California,14,870323,1775.83,2286.6,1805.86,1851.59
California,15,870324,1155.59,1852.17,1490.42,1632.32
California,16,271019,4051.54,4787.68,2980.17,1613.65
California,17,848690,1095.12,1007.45,1304.8,1509.09
California,18,854231,1602.74,1581.49,1451.95,1309.46
California,19,847130,1994.98,1903.04,1583.17,1266.64
California,20,760421,14.26,11.95,34.09,1217.48
California,21,220421,1129.99,1061.82,1149.64,1158.29
California,22,847170,1260.39,1332.43,1205.8,1144.27
California,23,880330,1245.48,1257.99,1039.01,1138.75
California,24,210690,1077.23,1066.19,1019.28,1105.12
California,25,80211,884.45,875.88,960.36,1039.16
Colorado,0,0,8545.01,8363.71,7950.33,7580.28
Colorado,0,25,3217.07,3290.51,3055.24,3256.33
Colorado,1,854239,251.26,304.9,373.42,389.84
Colorado,2,20130,382.08,439.34,345.95,387.67
Colorado,3,901890,312.31,343,289.7,305.23
Colorado,4,20230,204.56,239.43,217,200.21
Colorado,5,880000,276.07,251.23,170.89,186.1
Colorado,6,902110,247.13,136.27,135.82,163.11
Colorado,7,410150,143.63,200.28,170.81,160.53
Colorado,8,370110,70.63,129.34,157.58,129.52
Colorado,9,20319,85.04,64.29,54.77,129.12
Colorado,10,854231,141.53,135.34,100.96,111.25
Colorado,11,854233,85.61,79.54,57.05,88.42
Colorado,12,902750,92.01,76.25,84.17,87.94
Colorado,13,20220,92.4,114.9,83.36,86.55
Colorado,14,420299,64.34,73.85,79.64,85.68
Colorado,15,370210,219.01,173.38,126.83,79.7
Colorado,16,902680,44.25,31.23,42.66,77.68
Colorado,17,848180,69.52,75.02,68.01,76.82
Colorado,18,220290,21.26,48.19,76.35,72.7
Colorado,19,681389,52.49,63.96,82.53,71.71
Colorado,20,761290,15.69,11.39,59.6,69.79
Colorado,21,270900,111.88,55.35,39.16,60.49
Colorado,22,851762,45.47,39.99,63.33,59.92
Colorado,23,830990,2.46,11.22,24.02,59.55
Colorado,24,844399,28.81,29.25,31.59,58.87
Colorado,25,261390,157.63,163.58,120.02,57.92
Connecticut,0,0,16426.68,15962.84,15242.37,14394.22
Connecticut,0,25,8809.63,8477.8,8390.44,7944.72
Connecticut,1,880000,7072.55,6569.34,6503.62,5867.67
Connecticut,2,848690,261.31,269.83,279.43,297.65
Connecticut,3,283620,130.36,125.81,124.6,141.95
Connecticut,4,841191,119.44,126.88,115.13,131.05
Connecticut,5,740311,109.3,81.72,20.07,125.08
Connecticut,6,902780,98.01,85.36,111.9,122.09
Connecticut,7,848180,77.83,98.28,99.98,109.61
Connecticut,8,901320,81.05,90.47,105.4,88.28
Connecticut,9,902214,123.36,89.84,77.28,84.07
Connecticut,10,853710,89.54,71.32,92.49,81.95
Connecticut,11,841199,78.57,117.13,64.36,79.27
Connecticut,12,901890,66.92,71.22,79.71,70.04
Connecticut,13,850163,1.62,7.81,33.74,67.75
Connecticut,14,854449,85.17,91.29,66.29,67.57
Connecticut,15,841182,64.88,65.02,106.92,63.67
Connecticut,16,841221,42.16,31.99,51.16,63.08
Connecticut,17,271019,4.55,155.49,105.5,59.15
Connecticut,18,903180,51.41,59.25,55.06,56.94
Connecticut,19,841582,19.24,20.37,39.25,56.9
Connecticut,20,382490,47.81,59.02,49.84,56.27
Connecticut,21,853890,49.11,58.96,63.91,54.45
Connecticut,22,210690,37.67,40.42,37.72,51.08
Connecticut,23,903289,40.45,37.51,36.59,50.71
Connecticut,24,850110,27.69,27.67,36.59,49.42
Connecticut,25,854420,29.62,25.82,33.92,49.02
Delaware,0,0,5327.27,5267.42,5407.85,4532.42
Delaware,0,25,3550.93,3689.51,4016.03,3327.44
Delaware,1,300490,1225.56,1586.89,1299.81,963.55
Delaware,2,870324,328.38,288.86,795.44,587.69
Delaware,3,870431,19.64,15.86,288.3,206.17
Delaware,4,902780,235.49,248.23,189.18,191.53
Delaware,5,880000,54.94,183.98,139.66,147.16
Delaware,6,80390,134.91,146.56,138.01,137.15
Delaware,7,870323,132.07,100.62,109.56,119.72
Delaware,8,392690,82.74,86.44,85.22,94.92
Delaware,9,271019,376.84,106.09,277.2,94.88
Delaware,10,846691,96.22,84.81,82.17,94.66
Delaware,11,880212,126,0,0,91.29
Delaware,12,851712,174.45,316.23,182.05,85.75
Delaware,13,391290,0.15,0.27,4.11,59.12
Delaware,14,842199,40.66,52.28,42.05,56.8
Delaware,15,20714,107,75.69,54.51,54.73
Delaware,16,392099,124.44,106,57.37,46.35
Delaware,17,390461,40.82,35.23,42.71,38.85
Delaware,18,902790,109.8,106.35,46.68,38.5
Delaware,19,320890,1.08,2.49,26.78,36.8
Delaware,20,300432,8.24,3.37,31.33,33.87
Delaware,21,902720,59.64,58.87,38.14,32.13
Delaware,22,870899,7.83,15.92,30.47,29.69
Delaware,23,340399,4.7,5.58,10.39,29.01
Delaware,24,340590,30.69,35.15,26.03,28.72
Delaware,25,271311,28.63,27.74,18.85,28.36
District of Colombia,0,0,2707.7,940.23,1088.08,1330.67
District of Colombia,0,25,1517.19,573.66,880.2,1194.28
District of Colombia,1,930690,806.14,221.87,66,320.79
District of Colombia,2,854390,317.8,42.02,359.78,307.32
District of Colombia,3,880330,192.45,166.2,136.56,176.43
District of Colombia,4,880212,25,1.64,155.54,110.68
District of Colombia,5,871000,3.68,16.14,12.45,90.24
District of Colombia,6,870490,24.38,0.06,1.6,34.66
District of Colombia,7,284420,0,18.18,7.61,28.69
District of Colombia,8,930120,74.57,0.03,32.89,21.35
District of Colombia,9,980320,11.75,30.49,29.19,20.32
District of Colombia,10,970110,5.05,12.67,5.99,13.64
District of Colombia,11,880000,31.98,35.69,31.57,11.58
District of Colombia,12,890610,0,0,0,10.21
District of Colombia,13,854370,5.59,2.41,2,6.84
District of Colombia,14,851762,7.69,5.44,8.34,5.95
District of Colombia,15,852990,0.45,2.83,5.59,5.1
District of Colombia,16,903090,0.49,0.51,0.62,4.83
District of Colombia,17,850680,0.03,0.03,0.23,4.49
District of Colombia,18,851712,0.56,9.64,2.65,2.91
District of Colombia,19,300490,0.01,1.26,3.66,2.89
District of Colombia,20,890690,0.57,0.05,5.33,2.86
District of Colombia,21,930190,1.08,1.66,1.38,2.75
District of Colombia,22,490199,1.87,1.96,1.68,2.63
District of Colombia,23,930630,2.32,0.68,8.93,2.56
District of Colombia,24,980310,1.65,1.57,0.53,2.47
District of Colombia,25,490290,2.08,0.64,0.09,2.1
Florida,0,0,60482.24,58438.83,53899.59,52049.37
Florida,0,25,25367.6,23539.73,20977.9,21061.99
Florida,1,880000,4769.11,4797.87,4746.11,5419.87
Florida,2,851712,2933.95,2923.18,2486.71,2484.9
Florida,3,710812,4908.15,3282.06,1736.22,1803.33
Florida,4,851762,1002.74,971.92,953.96,947.99
Florida,5,711319,244.87,263.87,509.09,823.19
Florida,6,847130,1161.63,993.07,761.97,801.34
Florida,7,854231,1272.25,920.69,692.49,769.93
Florida,8,310540,567.43,737.75,788.9,685.93
Florida,9,841199,510.1,532.78,579.97,685.79
Florida,10,847330,771.89,676.33,610.71,640.56
Florida,11,870323,817.26,936.06,733.69,600.36
Florida,12,901890,543.35,524.74,518.41,581.74
Florida,13,310530,1201.74,1057.72,899.95,571.27
Florida,14,330300,545.2,579.73,530.13,543.65
Florida,15,310559,442.95,441.03,468.43,464.28
Florida,16,390810,401.62,437.92,408.54,433.74
Florida,17,300490,394.76,662.75,429.35,365.76
Florida,18,847170,488.47,448.32,350.67,344.81
Florida,19,844399,518.46,496.56,396.6,332.81
Florida,20,470321,302.21,303.12,347.35,331.44
Florida,21,870899,361.72,389.9,350.04,321.51
Florida,22,210690,279.95,276.82,283.7,294.27
Florida,23,890392,320,407.81,340.52,285.09
Florida,24,870324,453.3,350.7,791.71,283.76
Florida,25,470200,154.49,127.04,262.69,244.67
Georgia,0,0,37578.24,39412.65,38595.25,35644.33
Georgia,0,25,16941.52,17641.05,16928.61,16412.73
Georgia,1,880000,5997.62,6035.37,6209.74,5895
Georgia,2,841199,1192.26,980.97,1276.24,1455.18
Georgia,3,870323,1221.54,1293.54,1298.9,1429.65
Georgia,4,470321,1079.06,1197.12,1137.92,1046.44
Georgia,5,480411,669.07,740.88,686.05,677.72
Georgia,6,20714,998.04,1045.53,729.78,642.18
Georgia,7,901839,447.88,452.13,450.23,479.66
Georgia,8,250700,508.05,528.76,492.65,460.32
Georgia,9,870324,339.12,371.75,756.61,415.51
Georgia,10,870190,267.7,376.02,399.33,342.25
Georgia,11,470200,575.38,490.11,340.53,338.64
Georgia,12,520100,664.79,555.78,485.29,328.39
Georgia,13,570320,395.32,406.4,347.37,313.15
Georgia,14,851762,220.13,226.1,258.98,281.14
Georgia,15,120242,286.44,239.04,196.78,280.27
Georgia,16,380891,342.7,446.95,317.11,271.45
Georgia,17,880330,229.3,299.17,209.89,232.73
Georgia,18,80290,135.36,202.26,158.16,210.38
Georgia,19,901890,207.27,234.23,198.35,208.4
Georgia,20,481029,155.09,171.15,195.17,205.33
Georgia,21,870321,222.95,208.36,222.38,189.59
Georgia,22,880240,252.96,613.12,40.7,188.21
Georgia,23,390690,283.88,228.5,198.31,186.36
Georgia,24,848180,128.92,143.55,155.52,168.03
Georgia,25,870899,120.7,154.26,166.64,166.78
Hawaii,0,0,598.74,1447.49,1896.39,795.49
Hawaii,0,25,392.76,1119.96,907.65,628.1
Hawaii,1,880330,83.36,303.24,396.73,219.56
Hawaii,2,271019,27.4,292.46,165.14,66.85
Hawaii,3,271012,69.06,128.22,125.1,64.41
Hawaii,4,270750,10.2,142.71,25.02,41.54
Hawaii,5,980320,5.74,34.45,19.62,40.42
Hawaii,6,880000,70.66,56.69,14.99,30.99
Hawaii,7,720449,33.35,34.91,21.53,17.38
Hawaii,8,220190,0.14,8.67,12.2,15.2
Hawaii,9,20130,0,0,9.62,13.02
Hawaii,10,30626,17.66,26.09,19.8,12.53
Hawaii,11,440399,7.15,10.5,9.77,11.23
Hawaii,12,180690,15.28,12.25,10.61,9.44
Hawaii,13,760200,17.26,17.68,14.54,9.43
Hawaii,14,80720,8.53,9.56,8.01,8.11
Hawaii,15,740400,9.39,8.81,6.62,7.28
Hawaii,16,901380,0.01,0,0,7.17
Hawaii,17,80261,0.24,1.01,9.52,7.02
Hawaii,18,871000,1.37,8.39,8.16,6.53
Hawaii,19,30781,0.1,1.26,3.51,6.42
Hawaii,20,270799,0,0,0,6.31
Hawaii,21,903040,1.77,4.21,3.65,6.23
Hawaii,22,90121,4.8,8.08,5.77,5.89
Hawaii,23,970600,0.19,1.68,1.86,5.24
Hawaii,24,851762,1.62,1.25,9.43,5.06
Hawaii,25,470710,7.47,7.86,6.47,4.84
Idaho,0,0,5789.45,5137.76,4294.8,4876.8
Idaho,0,25,3269.93,2895.16,2640.58,3521.77
Idaho,1,854232,1997.13,1407.1,798.25,800.47
Idaho,2,903082,52.59,75.38,267.98,453.87
Idaho,3,880240,0,0,0,408.88
Idaho,4,903090,58.93,56.3,135.44,262.82
Idaho,5,854140,0.2,0.13,290.41,253.71
Idaho,6,847330,140.68,201.62,198.86,210.27
Idaho,7,260700,64.65,104.43,88.77,132.85
Idaho,8,370590,67.85,79.35,134.55,121.17
Idaho,9,711590,0,23.41,3.04,87.17
Idaho,10,854231,55.9,61.5,61.6,75.65
Idaho,11,880000,19.3,23.24,32.95,74.32
Idaho,12,110710,58.12,54.29,64.79,63.71
Idaho,13,310540,100.17,112.6,103.31,61.93
Idaho,14,481151,9.38,15.69,25.11,60.78
Idaho,15,280470,51.91,49.32,52.3,54.12
Idaho,16,848620,10.73,5.46,3.65,51.32
Idaho,17,852351,1.15,1.72,10.48,46.07
Idaho,18,200410,38.73,70.62,59.71,44.53
Idaho,19,120991,37.41,43.46,44.26,42.05
Idaho,20,350220,37.83,43.33,46.61,40.23
Idaho,21,854239,287.24,291.46,42.43,37.85
Idaho,22,930630,35.83,21.72,33.45,36.46
Idaho,23,280920,52.57,57.4,66.52,35.51
Idaho,24,40410,91.63,92.13,52.27,34.42
Idaho,25,711291,0,3.52,23.83,31.6
Illinois,0,0,66212.89,68394,63401.86,59757.9
Illinois,0,25,22176.18,23629.8,21658.65,20115.13
Illinois,1,271012,3931.3,5059.47,2742.54,2838.12
Illinois,2,120190,2214.29,1817.72,1545.18,2333.43
Illinois,3,300490,378.05,549.84,1031.27,1232.34
Illinois,4,870324,1368.09,1610.79,1595.49,1089.45
Illinois,5,880000,903.82,948.45,1009.97,1080.78
Illinois,6,901890,869.68,913.81,1020.58,1071.47
Illinois,7,851762,527.3,735.7,800.89,998.33
Illinois,8,851712,317.59,655.83,847.25,886
Illinois,9,870899,891.69,939.57,831.78,746.46
Illinois,10,230330,1118.56,810.59,707.92,622.06
Illinois,11,300210,525.75,555.13,1050.04,614.7
Illinois,12,870410,2584.87,1810.22,1084.29,606.09
Illinois,13,851770,213.91,327.15,777.04,592.72
Illinois,14,853710,575,585.62,510.06,561.63
Illinois,15,843149,688.46,754.63,610.01,546.69
Illinois,16,840999,619.7,656.88,561.52,531.5
Illinois,17,100590,657.77,1008.46,708.9,504.04
Illinois,18,870323,1008.3,932.83,877.19,501.25
Illinois,19,842951,659.34,582.58,586.6,459.23
Illinois,20,848180,369.75,475.13,463.62,417.15
Illinois,21,210690,320.96,316.73,350.74,387.01
Illinois,22,382200,426.7,392.02,447.72,382.76
Illinois,23,850440,459.4,424.91,433.23,375.17
Illinois,24,284410,125.83,324.39,622.84,368.93
Illinois,25,381121,420.08,441.37,441.97,367.84
Indiana,0,0,34216.02,35589.05,33818.78,34654.96
Indiana,0,25,17848.67,18169.76,17960.16,19097.42
Indiana,1,300490,4913.62,4303.9,4445.93,3652.54
Indiana,2,870840,1896.21,2310.27,1799.93,1858.44
Indiana,3,300210,908.83,808.15,1380.98,1523.3
Indiana,4,870324,839.83,1276.8,962.36,1330.1
Indiana,5,880000,978.24,870.9,1106.34,1251.27
Indiana,6,840820,1044.87,1207.48,1215.37,1100.63
Indiana,7,870431,1111.04,914.85,695.82,889.74
Indiana,8,871610,1079.76,1098.35,788.8,736.02
Indiana,9,902131,742.39,640.02,559.37,686.18
Indiana,10,870323,468.78,464.25,366.12,676.17
Indiana,11,382200,560.12,629.42,655.04,617.39
Indiana,12,870899,305.25,379.35,507.5,563.21
Indiana,13,293712,251.67,419.37,624.85,539.11
Indiana,14,871000,33.88,72.17,192.02,470.1
Indiana,15,901890,345.25,403,372.28,437.98
Indiana,16,901839,380.58,410.16,392.2,425.44
Indiana,17,270900,0,4.68,54.16,392.35
Indiana,18,870829,341.18,348.37,367.8,364.48
Indiana,19,681510,169.8,195.8,214.11,259.83
Indiana,20,300431,289.36,274.64,245.2,251.38
Indiana,21,842139,128.05,178.89,230.64,237.48
Indiana,22,490199,190.98,184.31,222.28,219.24
Indiana,23,871639,279.3,218.6,219.67,217.67
Indiana,24,840890,407.35,397.07,204.22,214.86
Indiana,25,390740,182.35,158.96,137.17,182.51
Iowa,0,0,13903.37,15111.53,13233.61,12115.44
Iowa,0,25,5744.41,7023.83,6409.13,6225.63
Iowa,1,100590,539.96,1145.68,966.23,1176.12
Iowa,2,870190,1066.1,965.61,764.47,632.82
Iowa,3,20319,513.42,530.46,452.98,454.2
Iowa,4,380893,336.8,374.39,404.87,364.72
Iowa,5,230400,328.63,449.53,324.39,341.98
Iowa,6,230330,170.63,210.02,536,325.64
Iowa,7,20329,434.58,520.03,375.42,321.25
Iowa,8,880000,274.01,283.82,263.58,262.29
Iowa,9,120190,233.3,514.59,384.73,254.42
Iowa,10,760612,224.73,245.27,249.95,208.99
Iowa,11,220720,111.17,175.13,155.3,166.2
Iowa,12,293499,47.13,84.16,116.7,164.15
Iowa,13,870590,213.77,147.16,151.68,157.46
Iowa,14,20130,29.41,156.47,116.85,154.56
Iowa,15,20649,153.77,151.45,131.63,154.02
Iowa,16,170260,225.2,118.34,132.76,148.39
Iowa,17,870130,136.67,100.86,81.77,141.03
Iowa,18,20230,126.49,203.28,137.35,121.77
Iowa,19,842951,161.87,222.23,179.29,115.84
Iowa,20,901890,96.07,97.5,104.77,102.22
Iowa,21,841869,7.68,2.81,67.73,101.34
Iowa,22,230990,126.93,123.76,103.08,98.38
Iowa,23,230310,24.19,19.45,37.6,91.4
Iowa,24,843680,106.22,133.04,115.64,88.27
Iowa,25,382200,55.67,48.79,54.36,78.17
Kansas,0,0,12459.17,12021.86,10690.24,10181.35
Kansas,0,25,7053.2,6492.92,5984.98,6048.54
Kansas,1,880000,1792,1904.39,2036.19,1849.63
Kansas,2,100199,1408.43,1054.15,698.4,849.81
Kansas,3,20130,807.27,713.73,680.73,661.55
Kansas,4,100590,255.18,281.14,212.77,304.94
Kansas,5,120190,850.84,395.29,167.8,241.99
Kansas,6,880230,22.62,167.79,219.9,202.63
Kansas,7,230910,238.85,174.37,198.07,189.68
Kansas,8,410150,214.56,159.32,152.46,173.7
Kansas,9,20230,208.41,247.53,198.23,170.65
Kansas,10,100790,58.11,177.32,261.97,148.17
Kansas,11,870322,1.07,2.04,4.31,134.38
Kansas,12,852691,163.33,158.26,135.46,129.53
Kansas,13,760612,75.18,97.37,107.72,113.29
Kansas,14,284210,70.77,62.54,100,89.25
Kansas,15,410411,105.5,121.6,110.4,82.02
Kansas,16,300230,51.14,59.13,82.18,80.73
Kansas,17,842951,132.21,114.65,103.01,79.9
Kansas,18,20220,78.99,112.08,80.2,79.44
Kansas,19,401194,158.83,101.12,96.49,79.09
Kansas,20,903180,79.71,107.51,108.05,77.21
Kansas,21,20329,96.47,122.86,73.92,67.05
Kansas,22,20610,32.7,34.32,41.72,65.18
Kansas,23,150210,92.13,76.25,58.91,63.35
Kansas,24,230400,39.13,18.86,19.55,58.53
Kansas,25,843340,19.78,29.31,36.54,56.85
Kentucky,0,0,25411.72,27757.39,27643.94,29199.16
Kentucky,0,25,14051.81,16258.96,16717.02,19278.42
Kentucky,1,880000,5624.6,7738.34,8676.74,10800.48
Kentucky,2,870323,1593.55,1685.32,1465.93,1326.81
Kentucky,3,300210,866.94,678.28,1018.07,1228.58
Kentucky,4,870324,1198.67,1383.86,1049.74,890.15
Kentucky,5,870422,580.75,290.07,334.18,491.67
Kentucky,6,870894,181.07,243.01,360.2,412.67
Kentucky,7,700490,421.12,338.62,326.81,363.84
Kentucky,8,382200,177.85,265.49,264.88,322.76
Kentucky,9,220830,300.23,301.33,310.76,294.71
Kentucky,10,391000,413.28,348.61,314.65,271.24
Kentucky,11,870899,248.8,285.8,268.48,260.01
Kentucky,12,870829,263.74,257.02,212.91,253.18
Kentucky,13,902190,188.4,201.48,211.39,229.88
Kentucky,14,870432,152.13,65.8,102.3,210.93
Kentucky,15,870421,143.49,382,209.94,209.75
Kentucky,16,851762,258.21,285.93,250.1,207.91
Kentucky,17,841199,99.45,80.99,112.54,206.91
Kentucky,18,10121,161.4,175.13,146.69,195.13
Kentucky,19,870830,182.56,180.33,174.12,193.97
Kentucky,20,870431,262.28,366.16,259.83,193.48
Kentucky,21,901819,119.36,133.18,156.5,167.66
Kentucky,22,940190,250.17,198.89,179.71,141.43
Kentucky,23,760612,125.84,133.25,87.95,140.58
Kentucky,24,870880,131.72,124.91,124.23,133.98
Kentucky,25,400220,106.21,115.17,98.39,130.75
Louisiana,0,0,63247.02,64770.1,48685.89,48418.79
Louisiana,0,25,48255.78,49907.84,36838.37,38171.22
Louisiana,1,120190,9511.06,10670.34,8993.65,10930.4
Louisiana,2,271019,21143.87,20288.66,12027.43,10242.62
Louisiana,3,100590,3283.38,5404.08,4020.54,4494.05
Louisiana,4,271012,3167.74,3911.08,2177.91,2490.95
Louisiana,5,230400,1999.35,1941.24,1927.11,1665.63
Louisiana,6,270900,323.67,397.53,785.22,989.16
Louisiana,7,271111,0,0.01,0,942.17
Louisiana,8,390410,691.84,756.83,597.78,676.9
Louisiana,9,293190,547.25,676.75,664.71,487.23
Louisiana,10,100610,462.17,437.43,419.2,443.87
Louisiana,11,880000,303.63,559.21,301.44,443.14
Louisiana,12,230330,537.53,695.91,816.24,422.62
Louisiana,13,100199,2090.48,819,615.84,412.85
Louisiana,14,150710,477.43,392.85,394.75,388.92
Louisiana,15,400270,486.06,479.55,429.42,383.86
Louisiana,16,390190,393.32,341.1,388.96,346.22
Louisiana,17,271311,472.36,483.13,340.7,344.74
Louisiana,18,220710,7.01,83.83,134.99,328.6
Louisiana,19,290250,624.64,219.29,309.24,313.18
Louisiana,20,270799,417.56,293.39,274.33,254.27
Louisiana,21,100630,417,366.93,382.65,252.42
Louisiana,22,281512,191,167.54,189.25,242.64
Louisiana,23,151521,250.51,181.82,210.41,230.77
Louisiana,24,290511,2.13,2.67,108.51,228.81
Louisiana,25,271312,454.8,337.68,328.13,215.19
Massachusetts,0,0,26812.02,27384.17,25290.12,25891.74
Massachusetts,0,25,11533.5,12019.07,10949.43,12248.85
Massachusetts,1,711291,22.75,170.54,661.6,1513.68
Massachusetts,2,901890,1031.04,1053.41,1053.84,1100.73
Massachusetts,3,901839,887.39,974.66,997.39,1015.46
Massachusetts,4,848620,718.95,720.73,1030.21,929.02
Massachusetts,5,854231,571.34,935.07,892.02,859.84
Massachusetts,6,710812,2407.97,1941.95,181.66,596.05
